Country Name,Country Code,Indicator Name,2021,2022
Aruba,ABW,"Industry (including construction), value added (current US$)",,
Africa Eastern and Southern,AFE,"Industry (including construction), value added (current US$)",282318948727.398,317875869352.824
Afghanistan,AFG,"Industry (including construction), value added (current US$)",2036351197.2634,
Africa Western and Central,AFW,"Industry (including construction), value added (current US$)",248455017697.882,263134876875.693
Angola,AGO,"Industry (including construction), value added (current US$)",31606170351.1533,47920262834.609
Albania,ALB,"Industry (including construction), value added (current US$)",3720051639.29675,4047046922.97222
Andorra,AND,"Industry (including construction), value added (current US$)",411177498.323233,399614687.312023
Arab World,ARB,"Industry (including construction), value added (current US$)",1231695387352.46,1704312844770.12
United Arab Emirates,ARE,"Industry (including construction), value added (current US$)",195712476377.172,260957751292.176
Argentina,ARG,"Industry (including construction), value added (current US$)",116692842836.2,152505208477.489
Armenia,ARM,"Industry (including construction), value added (current US$)",3659082716.31896,4933330502.44451
American Samoa,ASM,"Industry (including construction), value added (current US$)",,
Antigua and Barbuda,ATG,"Industry (including construction), value added (current US$)",328166666.666667,363714814.814815
Australia,AUS,"Industry (including construction), value added (current US$)",396268590436.826,465275182793.702
Austria,AUT,"Industry (including construction), value added (current US$)",124954633202.595,122948261995.195
Azerbaijan,AZE,"Industry (including construction), value added (current US$)",26764764705.8824,44033529411.7647
Burundi,BDI,"Industry (including construction), value added (current US$)",294217729.559965,355166261.137755
Belgium,BEL,"Industry (including construction), value added (current US$)",116163194376.355,116976117784.242
Benin,BEN,"Industry (including construction), value added (current US$)",2912691784.7319,2960536915.44645
Burkina Faso,BFA,"Industry (including construction), value added (current US$)",5644401028.13068,5405801276.18729
Bangladesh,BGD,"Industry (including construction), value added (current US$)",138683173850.355,156100639716.166
Bulgaria,BGR,"Industry (including construction), value added (current US$)",17523610691.1774,22993203402.6058
Bahrain,BHR,"Industry (including construction), value added (current US$)",17667427393.617,21257387765.9574
"Bahamas, The",BHS,"Industry (including construction), value added (current US$)",1176400000,1063000000
Bosnia and Herzegovina,BIH,"Industry (including construction), value added (current US$)",5858851503.92536,6039278749.39629
Belarus,BLR,"Industry (including construction), value added (current US$)",22396328793.5636,24157854697.6037
Belize,BLZ,"Industry (including construction), value added (current US$)",417737212.187257,440473405.063206
Bermuda,BMU,"Industry (including construction), value added (current US$)",385714000,
Bolivia,BOL,"Industry (including construction), value added (current US$)",10651980541.5652,11530944168.7471
Brazil,BRA,"Industry (including construction), value added (current US$)",332402301367.659,397414160597.37
Barbados,BRB,"Industry (including construction), value added (current US$)",622200000,711300000
